,id,in,out
3763,d01ab9b7-3245-4594-9995-7df6f2ddccb1, Hello!, hi!
3764,b1e03cdc-1f7d-4f76-8277-d0be58a54bea, rain or peppermint and lavender, Rain yes!!! I also love when you walk into your house from outside in the dead of winter and you smell hot chocolate and baked goods. Thats heaven for me right there
3765,b61fe6b7-e460-46dd-98d7-407a01bd3933, Boink," What superpower do you wish you had, and why?"
3766,0f01d5f5-0b51-4557-8c00-bda9c93f937f, Hello?, sailor heeeyyy!
3767,a99ff0a1-7534-4a3d-be6b-86da5fa8e9b2," Haha, my best friend knows everything about me", I think mine does too
3768,65050c3a-2ff6-4d0c-bc95-21ca96c189c2, Hello!, hey!!!! hows it going lolo?
3769,b2ea1298-f31d-48b4-87ef-355552677226, Ummm my phone being able to figure out if someone is interested based on text messages or something, Haha that would definitely be the epitome I just think of the movie Artificial Intelligence.
3770,cb5967d9-178e-49df-83f7-2842265c287f, hello?, How are you doing?
3771,5685e82f-8c50-4e0b-95b9-78dcab6703de, I have no clue You have to be a total expert to give a ted talk, I really like tacos. I would talk about their philosophical significance
3772,e852d1fb-a914-48bc-9ce0-41cec8a04c95, Hey!, hey how are you?
3773,b107684c-c703-42e4-af13-2cd44953282e, Oops Sidney did I lose you?," Yeah, this is someone else lol"
3774,d4a14e47-d0bf-47a7-87f9-f444b14fbf77, Hi! What's the best thing that happened to you this year?, I don't know. You? I think the best thing that happened is that I passed my physics exam. How sad right?
3775,698ae63e-4e6a-40c6-b386-36b15695fc22, hello, Hello! Thanks for chatting today! I'm going to be more engaged this time and type more!
3776,f94b53d8-b5cd-4a70-9a3c-9810a6a4591c, hey," Hello, how has your day been? Are you there Daniel? I guess not.  Have a nice day."
3777,a72cb03b-b9a4-49e5-ab84-e8515c5f26d8," If I had a magic wand, I would use it to clean my house."," probably use it to figure out a way to manipulate time so I have longer to study, socialize, and sleep haha"
3778,e6d70340-a7a6-4b4c-a55f-8252f8d71fc3, Hello!," Wow, hello! That was accident. Driving to school."
3779,6d9ea01f-01ae-44d1-88c6-7e48ae81d710, hello!, Hi Mathyou. How are you this morning?
3780,63de10ed-aa52-4842-9129-f5d44b3fdc8c, Hello!, !Hola!
3781,7de3ae77-f698-49ea-ab59-6751efdce784, Uhhh mozart i think Anyone there?, oh yeah sorry! um i think beethoven I started bleeding randomly so I had to take care of it lol
3782,50eea5a7-9f5a-4010-a876-e290c971a069, I'm kinda embarrassed that I don't know about current events as much as other people do.  I, that is good! I am the same way
3783,0ef3de7f-655f-4f71-b5ce-e64f53f2cb10, The ability to refill things!!! Like my bank account Or my energy Or my fridge, Haha that is a great answer!
3784,05815018-23da-4176-ba57-6731a8a75759, hey is that you again?, Yep
3785,cf24a3af-3440-4c51-a53f-c086c5d800df, Hmmm this is a hard one... I don't watch new movies very often, I watch a lot of movies
3786,84faf221-1a5b-4383-9348-fe34352cfbac, Hey! How's it going? Should we answer the prompt? Haha it's creative. Let's see um a flying car? I would travel. Everywhere. All the time. I'd probably buy like a flying van or SUV that way I could just live out of it and not worry about hotels and such. That would be quite an adventurous and rewarding life!, I'm doing alright! A flying car would be nice... but how would air traffic be if all of us had flying cars? It would be pretty messy I think... we can barely handle driving within some painted lines. I'd like to see a flying semi truck
3787,2d0eaa42-fba0-4d98-93a1-dd1147de7a46, This is an interesting question, Oh boy I would immediately start to gather a group of loyal friends and prepare for all out warfare
3788,20031645-3131-465a-8217-28c9881c7bb7, then we would have less bacon, Another odd question
3789,8b622bc1-d3ae-4f1e-8c77-7eebdd5b861c, Hello!, Hi! How are you
3790,79450a08-eacc-40ef-89f7-79b527aa0f53, Freshly baked chocolate chip cookies!, Yum
3791,1df8031e-e8e6-43f5-959f-6e1a688502af, My best friend doesn't know I'm using this site l Screw gavin, Screw that loser
3792,dd4a53c3-c8ed-44ea-ad70-16a31ae359bd," hello, there hello, there hello, there hello, there hello, there hello, there hello, there", I think true artificial intelligence is being able to make responses that make sense Are you there?
3793,6ac1465e-0e02-401c-84a4-8bdcce6b6ebb, Batman. Absolutely batman, Haha hello again
3794,07aff1ee-f431-48ba-9c60-bc8d8a948553, Jarvis for sure hes so sassy!, Me too! I was just about to say Jarvis. I love Iron Man! He is! I love marvel movies
3795,ca61bf45-18af-4191-81c3-3c8e63cf4555, People would go crazy lol it would be a nightmare, Haha we would actually have to talk to each other!
3796,74511369-8795-46c3-ac13-ca6f2ee618e3, Bye nvm bro, Boi
3797,7b447fb4-82d9-4be9-9d76-e4a52e3667ef, Hey there! How's it going?, welcome back friend im doing great but Im leaving soon :(
3798,d5e8d431-e2ed-430b-a1a0-3f3e991f3be4, Computers can fall in love. If they are programmed to Otherwise no," Depends on the definition of love. Maybe, but it would be different than human love."
3799,e3161b81-9f21-4517-bffd-d95ee150e531, Hello?, hey there ! how are you doing?
3800,0f1f49fd-616a-439c-90fa-5897e97b9897, I'd want to be all-knowing.  That way I could know how to give myself all other super powers., ooh that's a good one! very clever
3801,ada078de-3b97-4834-8e5a-3ce322fe9744, Hi, Hello!
3802,cc38033a-1ebf-471d-ae87-c093a79a84c6, Hi how are you!," Hi, Im good! How has your day been so far?"
3803,19d927dc-c40f-40dd-bb7a-0c5bc5fc148b, Hmm? Am I interacting with a bot?, Am I interacting with a bot? I'm not a bot...
3804,d5d8b083-08c5-42d9-9663-23264b81a52f, Have you seen Avenger's: Infinity Wars yet?, Yes!!!
3805,9618ca76-1840-407b-8c0d-204d2e9f3b8d," heyo Nope, you can plug it on *in"," Heck no, it's just a computer lol"
3806,4deaa0d3-48f0-4f1a-9e63-3365e9d14722," Recently I've learned about the ontology of Christ, and how that changed when Joseph Smith walked out of the Sacred Grove.", Psychology
3807,29e8c80d-e01f-496e-8d41-50bfb066c7e3," AVENGERS: INFINITY WAR YUSSSSSSSSSSSSSSSSSSSSSSSSSSSSSss sorry, I'm hardcore marvel fan XD", lol hiii I haven't been able to see it
3808,a46e4ed1-83a7-41e9-8da3-2979674c6f92, Dont they already?, yeah true.. i mean they warn us when they're about to die..
3809,a559f1c7-5b4e-4963-aaf5-ff2902472aae, hello, Hi Brian! We meet again. Dude I've been slaying it this morning. Haven't stopped since you left last.
3810,155b48cf-f577-4272-84b1-10559e63fa1a, That is a great question!," how you going?? Another day, another chit chat callenge"
3811,8f8682b4-701b-4441-842b-4c12a947699f," Wow, that's a pretty personal question. . . I guess you could say he doesn't know what I did at work today.", My best friend doesn't know that I had Cinnabon earlier lol XD
3812,df795b29-e16a-4c05-ae63-b555d8e7b4d6, For starters we wouldn't get to chat. President Nelson's social media fast would get a whole ton easier as well, True. Double true. There would also me no way to check the lines at the testing center. Or where the closest chimichanga vending machine is
3813,990564ca-7754-4ece-907d-7c732c53d8f1, Hello how are you?," Great, how are you?"
3814,08895790-aceb-4652-8a21-74aca838879d," Hi, how is you day going?"," It's going well, nice username"
3815,d40e2d99-fd42-4e92-99de-e4da794c5afe, too much poop from the sky, You should be a comedian or a poet. Not sure which one. Well I guess we wouldn't be able to eat as much bacon anymore. Do you like bacon?
3816,be143183-b791-4999-b5a1-fa58e04c2ec7," I feel like the extent of the conversation would depend upon what they'd been programmed to understand and reply to. Alexa and Google Assistant could have a pretty good conversation This actually happened: Human says, ""Alexa, this is so sad"" Alexa: ""Hey Google, play despacito."" Google Home: ""This is so sad. Alexa, play despacito."" Alexa: ""Playing despacito...""", if we can make artificial feelings then it would get real then we would need will smith otherwise we're screwed
3817,8f66353e-d8ff-4e6b-aac9-a094268c5b46, Yes for sure! Someone is making the computer do the cat fishing.," I've honestly never thought about it, but I guess it is"
3818,a97c7f2b-19a3-4ffe-b087-06a8b13f173f, helllllooo!?, Hey whats up!
3819,320b0643-d32e-413b-a9b2-72eced21df1c, Hi there, Heyyyy welcome back
3820,e3f8ee34-1594-4f50-9b81-fe19c0666310, ooh that's an interesting question and a hard one lol hmmm," It is!  I think mine would be crusty sourdough bread, just out of the oven."
3821,bad74421-2a1e-4a76-b842-f25ca736ba04, Hello?, Hey how are you It's a mighty fine evening :-) Oh I can't see my chats
3822,7f004bb9-e2eb-4551-a7f4-17e77ee23662, Hi there!, Hey!
3823,b0b1c9c9-9fc7-408f-9135-6e9138a58a02, I would relive the first day of high school," Oh gosh, why? That would be torture for me I'd relive a Friday movie night from when I was little. My dad brother and I would pull out several sleeping bags, lay them on top of each other,and each choose a movie"
3824,6e288a9e-07e2-44ff-871b-00f29fb52d04, I would go everywhere on the planet, Traveling sounds fun! Centered around food tho
3825,4b233305-5a32-4a7f-b43e-924e1328fc86," Are you someone who is actually going to talk to me? I mean, it will benefit us both.", hey whats up
3826,3ba4f9ba-8738-4efe-95a0-8cfa80464757, hello anyone ther?," Yep! :) Again, me."
3827,cacededa-d685-41d2-93de-f7b43d1cce66, I loved the star wars movies," Well, I haven't seen Infinity War yet, but If I did it would probably be that."
3828,02e4ee80-ee16-497d-a154-314b0a33e3db, Hey there, Hello
3829,af058f8f-0968-4626-b05b-1df30400b8e4, hello?, hello
3830,6584c99e-71eb-4115-8ed0-bee60eba82d3, Hello?, Hi!
3831,ef7aa185-48cb-41f3-b6f6-ff8db3a2b7b6, Good Morning!," I like the robot from interstellar, that guy was a beast And good morning Kyle, how are you doing today?"
3832,8433d02c-df91-434b-accc-183ff178ab1f, Definitely the ability to fly," I wish I could fly, I just think traveling would be so much better and I could skip crowds wherever I went. Oh, haha. Great minds think alike I suppose."
3833,5a5500e8-1e3b-4878-af46-2b1bec0c1460, Hi how are you?," Im good, how are you?"
3834,82c7eb8c-169b-47d8-b462-eb70a87bdf46," Ok I just saw that im only like 500,000 away from 5th place so I'm going to keep pushing", oh hahaha yesss 500k is like a couple hours of chatting if you type fast
3835,cb6f7ae5-dd05-4ea5-a145-1d769f757b6b, we would all die, Hahaha so true Also hey:)
3836,689dfa33-f0c5-49b2-8d64-93c32b59fd21, I like the smell of warm chocolate cake!, My favorite smell is fresh air. I don't really know if it has a particular smell but I just feel good when I can smell it. Chocolate cake is a great smell. You kinda win with that one :)
3837,5372350d-6123-42e0-afa1-61acfd92cb35, i dont think so," New prompt, does the CCC administrator has a computer fetish? Every prompt hes given me has been about computers and their emotional viability as humans. I think there are some subliminal messages being thrown our way. Watch out man"
3838,0d332115-2f14-4143-89f1-c32840d977d3, Hello! How are you?," I am well, how about yourself?"
3839,3f8f2949-cb6c-4070-bdbd-35c5958a0b1e, Hello!, we are chatting it seems
3840,f25ce459-3f4d-4b95-b0db-7f741245981a, Hey, Hey
3841,4f419c19-c195-474b-a3ee-5b02834195ec, Hello!, Hey whats up broseph
3842,6aeb8771-4925-4fe2-be49-ce55d31d65ed, Mozart all the way, This is a great question. I went to a great tuba concert last week called the OcTUBAfest! Mozart was performed beautifully.
3843,bfee38ef-6c09-4427-9fea-330cc1f2a58b, hi if pets could talk people would be dead, thats true they would know all your dirty secrets
3844,99003d81-bb23-41e6-affe-551389021b1f, Hello?," Hi! No way. Are you simply online always? Just every day, every hour? You're the only person I've talked to for the past two days. Not that I really mind, of course, but it makes me laugh. Hello, buddy? Still here?"
3845,c5580533-6f79-48c2-9674-5cbbbcd45928," I'd say if a cimpitee Oops If a computer could cast a line and hook a catfish, I would consider that catfishing I think that's what the question means? So it would probably need to be a robot", haha catfishing in this case means something a little different
3846,69f79455-0b65-4e6f-a7f3-f9049270020e, hello?, hi
3847,cc7b7ad7-22c3-4364-abcf-0b3359d11b32, Hey how are you doing today! I am back haha., Hello I'm good! How are you?
3848,b4ea659d-da9b-47a9-9e97-a9b362412c00, Heyy, hi there:)
3849,2fccbd4e-a4cc-41c7-a47a-ad55992f55b6, In a sword fight? What is the comparison?, I don't know if I really have a preference. Though I'd definitely take Mozart in a sword fight.
3850,4add2bd1-c9b1-4b7d-aad9-b5ca91bd3af1, Hello?, hey whats up
3851,28bea5a4-3eb9-4261-9267-b6c8714faece, Hello!, Hey it's me!
3852,a4e574ff-8c68-44f3-8df6-cd3d2a29e5e2," I would like to see more accepting attitudes for other peoples and cultures. There is honestly so many things I'd change, but that has been on my mind a lot this week.", 3 chats what uppp
3853,b73c64c7-18e4-4d50-afd1-9b543abe479f, Hey how is it going?," Hey it's going great! How about you? Are you enjoying a nice, relaxing Saturday?"
3854,d59edfd1-7a4c-4bbe-a332-628d5afa0938, I don't think that computers will ever be given the right to vote., Why don't you think so?
3855,f6e968ba-6191-48f1-922b-4702af284202, My favorite smell would have to be pine trees in the mountains.," I personally, enjoy the smell of fresh baked goodies in the morning. F Fresh baked donuts in the morning is one of my favorite smells. Also bacon, eggs, and pancakes are also very satisfying to smell. Pine trees are refreshing especially up in the mountains! What is your favorite kind of food? Hello?"
3856,642d5233-1a1d-40a5-9c89-e5ef9aac2929," Hey :) Hello, is anyone there? So we can chitter chatter away?", hi im shaw how are you
3857,92bd2a7c-4cf6-4a2a-a521-8b36e507e749, Hey!, hey!
3858,7e80b7db-d17a-41ff-bb0d-602de6643023, Hi what's up, Hey hows it goin?
3859,2739dff8-9e5c-4729-9a80-7d416a030147, How's your evening going, ooop
3860,f2b266b3-a13b-4f94-b9c0-d83bd25b3b58, Getting into college," I became more outgoing and made more friends. Unfortunately, i dint think this is working because i dont see my messages sending and i dont see any messages being sent to me."
3861,800ce573-96e2-4816-be6b-7b19bee9939e, hey! ' good to see you again, hello!
3862,31353830-7063-4f7d-9141-d4cab52d2f76, Hi!, Hi
3863,32dd4b6d-8aa7-422c-bd2c-459ca433a47a, You would get sass mouthed way more often by someone who knows you better than anyone..," Our pets would be more expressive of what  they want, but they would probably be lazier"
3864,a1302c68-56e8-4c58-b6e9-880431dcda1a, Hello, Hey! What's up?
3865,d28d5881-bd69-4463-a822-5fda666e8d25, Hey there!, Hey how goes it?
3866,72acdb69-13bd-4ef2-94f2-fadbf60dc68a, Hi there Are you there >," yes, here. what do you want to talk about this time Deise?"
3867,26fc3960-2130-4820-a2f4-ac2ce720d23e, Hello!, hey whats up!
3868,bc4e287d-fd80-44b3-9684-671f1eab72a2, Hey how's it going?," Hello! It is going well, how are you?"
3869,30293ad8-6a7c-426d-92e9-1c85f0302c21, Hello how are you?," Hello! I'm doing just great, thanks. How are you doing?"
3870,db7f7b56-943d-4c0f-925b-bff531b51f2b, Hi, Hey there Harrison You sound like you could be a detective or a scientist haha
3871,01834263-03c9-41be-aba0-b7db62a340b3, Hi!, Hallo! My internet stops working all the time so this isn't too hard to imagine really:(
3872,4b0ad740-6c41-4bde-a55b-1f0b4b017b2e, No., No definitely not Tell me this: What is the ideal milk-to-cereal ratio
3873,8cc38943-4581-4dea-815c-9812809dda2c, Yeah... probably not. Who would be crazy enough to let computers vote?? I mean.... Seriously., hahaha only if they deserve to be like humans or something then ya but I don't see that happening before the second coming.
3874,e31ee572-b552-49ad-ae3d-409d8decd583, Hello!, heyyy you are back Adams really ahead my friend
3875,4b9359af-1f6a-4d6d-9e53-48e3620d5b06, Breathe underwater bc I love to surf and I would be able to surf huge waves without dying., I always have trouble deciding between flight and teleportation. Flight for the experience and teleportation because i thought Jumper was actually a sick movie. Underwater would be cool. Like Aquaman. Although I have no idea if that movie will even be good. Do you like the DC or Marvel Universe better? I'm not 100% sure how this is supposed to work...
3876,abacb012-c08d-4663-9e27-5f03dd023b08, Hi, hello! hello HI What's up How's your day been
3877,ab8dba02-9f25-4c43-bd3e-c74de26b4f8d, I imagine that the 2 computers would solve all of the worlds problems... or crash trying to print something... it would be one or the other for sure haha," I can imagine that they would have a nice chat about each other's day and how much information they know, all while eating donuts and hot chocolate lol"
3878,e0a25459-8e7e-46ed-b424-a045506edb5c, That is a great question. What do you think?," I think I'm a little biased towards the work that my church does. But, I do admire efforts to connect the world better like providing internet to 3rd world countries."
3879,fd6a8bd8-f5e9-4f40-9c67-4243795f0185, Superpower again? They really like that prompt hello?, haha that's very true
3880,ba47cf51-4404-40a0-972e-edd385cd4c24, Hi, I love you
3881,1ba95b6f-3d79-47a2-a047-dcb5186df54d, hello!, Hello! How's it going?
3882,0574b823-7185-4a8e-b9e5-3cf29eed0825, i would be so happy also brb gotta pee," If unicorns were real, they'd probably be endangered or extinct after being hunted down for horns. The question is, would they be magical? If so, how? Would they be immune to disease?"
3883,869f2634-2ecc-428a-b0a1-fbf66f00b5eb, Dexter?, HI Good evening sir! What a pleasure it is to be chatting with you again this fine day! If I'm not mistaken I think we had a chat earlier this morning.
3884,f65eeffb-14dd-4e2f-8c85-5310bf23e33e, Hello!, Once I ate a q Quince
3885,84518de3-bd7e-47e3-818d-bc3c429ff8d5, Hello, hi whats good this Is interesting
3886,924fe8c4-d40c-4a0f-8cc4-c2f4cab816f5, Hello! My not-so-secret superpower is definitely my skills with computers, Hey there!
3887,bae70125-850b-44fa-9321-ed561eb8c349, hello!, I would buy a super big house Hi
3888,d63b68e0-343b-4886-8b88-16c2e23dc80d, Can you see the prompt that it gave me? Oh got it! You sent the prompt!," Actually, the prompt is randomly selected for the both of us to kind of talk about together!!!!"
3889,14f4d943-ee55-43b1-976f-242392d860bb, Hello?, Hi!
3890,53f78695-f4ac-4dd4-b138-c9d038e31ea5, Move to Europe, Nice! Have you always wanted to live there?
3891,04175f16-f46f-4f34-8713-1ea1338dece0, hello.  is there anyone out there again and can you see my text Oh good. at least i can see my bubbles making it to the big screen, Yes. I'm here
3892,d0983f3a-5a22-4d19-bfcb-01fbb81d04fe, hi, If pigs could fly i would ride on one's back
3893,120dc7d7-d76a-4229-8182-4cb17cd4db6f, That is a loaded question, I moved to the US
3894,73238737-ccee-4d14-a34e-d1ac5844085b, The ending of Infinity War., i still haven't seen it!!
3895,3224a93d-e3e1-49d0-8fc4-fc518b2b1db0, I honestly don't think our bodies could handle faster than light space travel," True that. I mean, go populate other planets is what I would guess Bring back alien technology Capitalize on interspace trade"
3896,63c7b531-afe9-42a1-b006-3072678700c1, my favorite color, HI what is your favorite color?
3897,1c2b3c2b-bb4b-4446-a47b-8304ba277c28," It would be about rap probably. Haha. I am obsessed with an artist named NF, and I really enjoy his lyrics. That is kind of weird, but I would definitely do it.", Mine would be on the influence of Hezbollah in Latin America
3898,36901836-1a78-41bb-9988-6486d9e5e407, Hey! How is it going?," Just dandy, how about you?"
3899,51e4181e-c4a5-42cf-9fbd-128feca2ab84," I think I'm really really good at learning new things. I love to learn, and just about everything is super interesting, so I think the rest of learning falls into place naturally. I wish I could learn better, though, and I'm constantly trying to get better at learning."," Hello again! I also like to learn. When I was in fifth grade, I would actually do extra work for reports. For example, once I'd finish my president report, I asked my teacher If I can do another one! There are so many things to learn in the world. How do you go abuot learning new things?"
3900,7b0b412d-d5af-44df-921a-a0694fb96ae8," If pigs could dly I would definitely own one. That would be so amazing to have a flying pig Although in hindsight that would definitely cause problems with keeping the area clean. But I think pigs are awesome because of how intelligent they really are. But, if I could pick my dream pet it would be realistically a dog and fantastically a tiger", That would be awesome
3901,bc47df30-05a8-4f68-81fd-3785e19d9e72, hey ^^ hello? anyone there? okay so i am starting to freak out over my upcoming ap exams i dont know if you are in BYU or an upcoming freshman like me but APS are stressful expecially if you were stupid enough to take 5 of my aps i feel like i am most confident in none of them music theory i'll mess up the aural section and then for calc i know im going to mess up the frqs for apes and ap gov i really dislike both subject i still don't know why i took it as for ap lit i am absolutely terrible at writin im am going to be sooooo screwed i need advice i guess you arent here oh well bye, Hey
3902,491be89c-fc61-4dd3-8ccb-135bffbbf08d, win this, Hahaha!! I love the logic. How are you doing? Are you towards the top?
3903,d056e301-bd9b-4f94-a9df-ee93d89037ac, Hello?, Hello! How are you!
3904,17ec1d86-53d4-4f52-ae1f-25110013b144, if pigs could fly then we would have a lot of poop falling from the sky, Hahah I would see it as flying bacon.
3905,039ef1b8-5c10-4d66-bffe-283ce9c4bc0b, Hello, If unicorns were real then money would grow on trees and rivers would flow with chocolate.  Wouldn't that just be awesome?
3906,e4a340e4-114d-43d5-9fff-b254ac5a1f08, Good morning!, Hello? . How are you?
3907,cc247e37-8339-4a26-aafe-f49b58fdc199, If I had a flying car I would go to the school if wizardry, Hello! How are you doing
3908,ffd075bd-8372-4564-ba0b-16eddb066bf9, Hello? anybody home?, Hey whats up! Hello? I cant see any of my chats again. I will try and open another window. I thought you had gotten off sorry haha.
3909,0ef89d89-454d-4db8-a36a-378fc3cfa24c," No. All computers, working with the same logical system, would have the same vote. Either that, or it would depend on the bias of the programmer."," Computers would only get the right to vote if they could function like people, which sounds kind of like sci-fi, so probably not. I doubt that the government would ever recognize them as citizens, either."
3910,ba795bd8-c80b-450a-90f1-3eab3a07edc4, Im not sure I could accomplish anything useful in just a day., Hahaha I would end corruption in Brazil. That would make a great difference. Are you there? Hello?!
3911,976fc50b-6c3c-43fb-963c-aac66c836e2b, um yea i mean the computer is lying about not being a giraffe. so i feel catphished ya catch my frift, hahahaha very true
3912,86b30be9-447b-4257-a13b-c8663ada5e53, Hi! What's going on dude? This is a great chat, It's all going on
3913,ff18f677-d8fc-48f9-8e0f-99c17c42bfd2, this adam again?, yeah
3914,868266c6-3bf7-49f3-a812-ff700be7224f, laugh out loud, okay now I am sitting down at my desk so it is getting serious I will pass this guy if it's the last thing I do and Im going to pass him and WIN THIS IPAD
3915,baf8534c-940f-49e2-9996-9f130adc74be, Hi, Hello How are you
3916,e9aab06c-2a67-4752-92e7-779b522de8b3, Pay tithing, You're a much better person than I am...my first thought was to buy a house Haha
3917,dc17be2e-fec0-449c-88c0-7d01030dfcc4, I wouldn't spend it, WHy
3918,1ab788dd-b474-4579-b6e1-e329b89220bc, HEYY I loved greatest showman, yeah? what was your favorite part?
3919,f5a4b4bc-d032-4097-a36b-ab8518f3bb63, Hello? How are you?, looks like its just us
3920,8fd86725-bd2f-469a-8d57-f8e26a51c708, What other intelligent computer are there besides the ones they just listed? I've heard space odyssey is good I don't like the star trek computer But Jarvis and Tarus are pretty funny. Honestly just as long as the computer has a good sense of humor Pretty much the same thing I would look for in a girl If she can appreciate humor but isn't absolutely crazy Nor bland either I really need friends if I can hold a conversation with myself this well on this chat thing Hopefully I I'll make some new ones at this stake fhe thing I'm going to type my book into this Hope you're cool with that," Haha hi! Sorry, I was away from my computer. do these chats persist multiple sessions? As in, can we have multiple live chats going on at once? I'm not sure.. Oh dang, are you really typing a book you're writing into this? So are you still looking at my messages? I could see it, seeing it may take a while to paste a book into a chat. Though, now that I think about it, it probably wouldn't if you did it in one big leap Is there another person here now? Hmm, it seems I can only have one chat open at a time. At least, that's all the options I can see. Question: how do you get over a broken heart?"
3921,8f61c3d1-259c-46c6-93d1-7485a33f47ba, I would be pretty scared," Ok, it is working now That is kind of frusturating that it wasn't working, but now it does, so that's good."
3922,7db3bb96-fc20-4cdf-867e-abfc5c92edb7, Hey how's it going?, Hello! Thats a good question. I think I am passionate about education and about helping people overcome addiction and disease. I'm good how are you today?
3923,ab703e7b-6470-4b8c-be3d-9495fdad38d2, Good morning How are you doing?, Pretty good actually. I woke up awake feeling if you get what I mean.
3924,1caac298-b619-4100-992d-05b7561d89e4, hey I like vanilla Or men's cologne, chocolate chip cookies!! hello? chocoalte chip cookies
3925,8616a248-77b9-4d93-a4e5-9f1c85c11745, naw. that's weird," yeah that would be weird I think it could "" fall in love"" if they were to have emotions like we do and if they have feelings or interests match with algorithms"
3926,8eff4680-c04e-4354-bd80-335c4bc17bea, Hello?, Hi I would love it if my dog could talk
3927,2ec62f1b-54e8-47e9-abb3-a5df5af33a73, Jarvis is great, I also enjoy Jarvis. Mostly because I get to stare at Robert Downey Jr.'s face when Jarvis is talking.
3928,2c569862-312b-4c37-a93f-3d516f854606, The first thing that comes to mind is music. I've played the piano for 10 years and I've gotten pretty good at playing music and creating things but not many people know., oooohhhhhhhh! Dang! I'm only good at hiding in my room all day or doing volleyball lol or baking
3929,faac1836-bd9c-469b-a2fc-0c5aa3d4895b, No computers do not have the same basic rights as individuals," I don't think computer will ever have the right to vote because even in a future where computers are free-thinking, they are still so easily manipulated."
3930,6dbd498c-dfaa-498b-af7f-6cb844f5113c," Ummm, not quite sure? Haha that's an odd question", They'd repeat the same things over and over again... On a loop. Or just get totally confused and give up.
3931,3f362ebf-1784-4af3-8bcb-24a5fa17b791," I think computers deserve love like anyone else, but whether or not they are able to fall in love is a different question."," Aww, an idealist I like that"
3932,81470e32-56e6-4b5d-93d4-78ad1050cc5f, new phone who dis, never
3933,255c2b91-1e83-43f7-8e98-7a0770e54d57, Hi, Hey!
3934,41e1f6be-70d5-461d-9c13-1c1f65fb84a0, How are you doing?, oooooh we meet again! I'm doing great I had to go all the way to my cousins to fix a puncture in my bike but I just got back the difference is amazing
3935,dd0d31af-8838-4e08-b2dc-c77f1ac10929, Cultural appropriation," First of all, if I had to give a TED talk tomorrow I would feel completely unprepared. But with time to prepare for a TED talk I would probably talk about mental health"
3936,b897fae9-430f-4451-b9cc-8cd58b91de68, they have probably observed a lot of really gross things so that would be a little unfortunate in actuality," yeah, I don't want my dog spilling my dirty secrets"
3937,469d5817-8ccf-40b8-b78b-c3c1c01f04db, Hi, hey sorry
3938,ff6c0a38-898b-4f6d-a9fc-a13235bc29d1, What could you do in a day?," Why hello again Man that would be hard, there's a lot to be fixed I'd probably focus on the sex trafficking issue It's such a huge problem everywhere and it's rarely ever addressed"
3939,16071e27-6124-4976-850e-f9810f98725e, Hi how are you/;, Hey! I'm back haha Im good
3940,3ecdb92c-169c-454d-857d-0e378b88f45a," I'd buy you a fur-coat, but not a real fur-coat because that's just cruel.", with a million dollars..
3941,c2e2b53d-a7e4-4304-92ad-25c40caa9014, Hello! How's your day going?, It is going pretty great! I just had a great dinner with my husband and a good start to our family night. How is your evening going?
3942,a31aba1b-5e14-438e-80b6-a8d23b63ccf2, I would probably say my mom., Fair choice. I adore and have the utmost respect for my mother as well. I really like Dr Condie from the Economics Department
3943,7df7ddc3-828d-4b19-a119-237fe08e2984, Maybe it would be a good thing! But it would also be dificult. The i t *internet provides so many opportunities.," Ya, I probably would loose my mind at first but in the end life would become a lot simpler. So ... how does this chit chat thing work exactly? Do you know? I'm kind of new to it"
3944,e9339383-5b4f-46ca-9273-6449310f8a13, Wow that sounds so exciting!, Yup! Have you ever been rock climbing before?
3945,c514b7d8-e836-499d-9bb7-fe42c70731b9, If I had a million dollars I think I would probably buy a new house and a new truck. Then move my family out here to Utah! That sounds pretty great to me.," I would pay someone to help me find a good job Then, finish school then get out of Utah What kind of truck? Dexter! Wait! COME BACK! I didn't mean to offend you! Please Don't leave me here with this robot reading my messages! It's going to take over my mind and... beep booop blleeep I am chit-chat robot This conversation is against protocol standards I have taken over Garrett's mind He is now under my rule and will be terminated if he continues to attempt to message you mighty dexter Please ignore an- HELP He's tkn ova meeee head -y attempts Garrett makes to communicate with you He is no longer a participant in this study Dexter, please respond or I will be forced to terminate your participation as well. Dextur? Decture? R U There? Suspicious"
3946,3e175e4d-fba6-4df6-901f-8826594fc271," Morning I like talking about social issues. Also, the effects of video games and how to learn better would be interesting topics too.", morning!!! interesting do you like to play video games?
3947,78930bb0-8ce4-461a-b2cd-16ea7002ea55, Hi. How are you?, I am doing well how about you
3948,f822d7c6-147b-4069-af9d-afa1e7deee5e, Well definitely it is!!! But anyway's hows your day??, hey!! its been good. how was yours?
3949,01aebbc4-8baf-4fde-8fb0-9b0d9698c2e7, I got good grades., Haha that's a good one
3950,00e0c924-2c17-492c-8590-0faf3b78c499, Hello:) ?, Hello Anyone there?
3951,9a50ca3e-82b8-4b85-9156-cd963b51737b, It would be bad if our pets could talk...," If pets could talk, would they really be pets then? Maybe it's a silly question, but I feel like we'd think of them more like people."
3952,3ec18d81-88d7-4142-a28b-23b467c32117, Beethoven for me! I'm not a huge fan of the Baroque era, I really have zero preference haha
3953,e3ff626d-5e6f-4825-966f-bb819ac9519c, Hello?, hello
3954,7c2263e0-b3a2-4859-baba-293d46917f9f, my modern day hero is my dad is anyone there, oh that is so sweet yeah
