,Unnamed: 0,id,send,recv,bot_out
3041,3041,016bc8fb-64f2-4757-b5d7-4cb7d6722f09, I went on vacation! I took a nice trip to Samoa," Ah Samoa, home to the 2nd most delicious girl scout cookies", That sounds like a lot of fun! I've never been to the Caribbean.
3042,3042,675d90ca-2fbf-4f54-97ec-4e933982afa6, hello?, Hi!, Hello! How are you? I just got back from walking my dog. Do you have any pets?
3043,3043,8d14861d-f6c7-4105-9c7e-f6f94ea6faf7, Hello? Anyone there? Im all alone? *Yodels*, Hey MDrew, I'm sorry to hear that. I'm here for you if you need someone to talk to.
3044,3044,78ff083b-6926-4ed7-87b3-66ca6431da60, how many licks does it take to get to the center of a tootsie pop, That is a good question. Hahaha I have no idea., It depends on the size of the toots and how big the tooth is.  
3045,3045,58ab1f5b-d02c-47ce-9563-e1d97cd349dd, I have always wanted to have spider powers! I think it would be so cool to scale buildings and web swing!, That would be super awesome! I personally would like the ability to summon any less than 50lb object at will What would you do with these newfound super powers? would you use them for good? or for EVIL? are you there?, That would be cool. Spider-man is my favorite superhero of all time.
3046,3046,bc028c10-b941-478e-8234-21c61fcd930d," Ooh, hard one. I honestly can't pick a singular person, but I love seeing people who have fame and fortune but are able to stay themselves and are still kind to others.", Dang I was going to go with someone like Wonder Woman but you win for most thoughtful answer ever.," Yes, it's nice to see people who are kind and self-sufficient."
3047,3047,20102617-5b8b-4613-ac1a-f3e7eb0157d7, I'm not sure what I'd do! The possibilities are endless, i would conjour up enough money to fund sustainable research to save mother earth," I know, right? I don't know what I would do either. I guess I'll just wait it out and see what happens."
3048,3048,7fb7c2b1-4434-41c1-bbb6-af082188394e, Hi, welcome back, Hi! How are you? I just got back from walking my dog. Do you have any pets?
3049,3049,045c3010-bcf1-40f6-9943-577bc161e3ef, Hello?," Yo Kyle how's it going bro? Sorry, I missed you the other day I ended up staying up way later then expected and then slept it way late! haha"," Hello, how are you? I just got back from a long day of work, so I'm a little tired."
3050,3050,cf16dea6-2094-41cf-af22-d9b34479c697, hello!, Finally its you., Hello! How are you doing today? I just got back from a walk with my dog.
3051,3051,0c36795c-b81e-462e-9149-7c3a564ebe74, My best friend knows pretty much everything about me. I don't have a lot to hide and am pretty open.," really thats awesome. I think my best friend , my girl friend, also knows everything about me by now don't understand why shes still sticking around hahahaha but i am grateful what are you up to today Brynn?", That's good to have a best friend like that. I wish I had someone like that in my life.
3052,3052,587f40bd-9fad-453e-9060-6e49c6d1f148, Probably lemon., Hey there again," Do you like lemons? I love them, they are my favorite fruity."
3053,3053,57ee7524-5895-4b3f-bca4-3f064dd84e12, Hello?, hi Sailor! you want to chat today? haha :) I felt like you didnt want to talk last night," Hello, how are you? I just got back from a long day of work, so I'm a little tired."
3054,3054,1250b07a-7daf-48ad-9b08-25c069767f2b, No, Actually I'm writing a short play about this for school right now, Do you think it's a good idea to get a dog? I've been thinking about getting one.
3055,3055,abcf6423-26de-468e-bf1d-4d57ebb39d2b," I have no idea, maybe discuss how they wiser than any human.", Haha I don't know... I usually just kind of go rogue and ignore the prompt:), That's a good idea.  I think I'll do that.  Thanks for the advice.
3056,3056,ab7878f0-ca89-4524-b3d8-6e0bb11cbf6d, That's tough. My friend knows just about everything..., Probably how much I dislike the static that builds up on our clothes from the  dryer Am I your best friend? It's Loren isn't it? Dang it Loren!, That's true. I guess I just need to learn how to be more open to new people.
3057,3057,e8203d7c-8c82-4eed-b045-01c888cbb145, My modern day hero is Sarah Lynch And by Sarah I mean Jessica..., I don't know who that is. It's hard for me to have a hero in today's world. At least not a living one.," I like her too. She was born in 1985 and is an American singer, songwriter, and actress."
3058,3058,8cfbd39a-e608-4189-be43-21d92d6a6395, Hey How is your day going? What would you say is the best thing that has happened to you this year? I cant think of anything for me.... my life is pretty normal, Hey!, My day is going well so far. I'm glad to hear that your life is normal.
3059,3059,02af1275-7653-47c3-9e1e-6604a622961d, HI How is it going, hi good, It is going well. How about you? What do you like to do in your free time?
3060,3060,22d4b68c-b473-427e-b580-07036c1d0744, That would be so weird haha!, Ikr!," I know, I was so embarrassed. I felt like I was going to throw up."
3061,3061,50dd46fc-b153-4195-bc6a-f9d4c5313c31, It would still be flat but just stickier The world is flat btw, Oh i didnt know that.," That's true, but it would be nice to have a place to call home when you need it."
3062,3062,2b660374-706d-4e89-88b4-eb5369b4e9aa, Uh... the ability to become more than what it was initially?, I don't want to talk about that haha," I guess so, but it's still a little scary to think about. I don't know what I'm going to do."
3063,3063,c8e0edcb-3930-4715-9a6d-145c55a1f52d, Nope. It's not murder to turn off a computer. It doesn't have a body and blood., Hi! Yeah!," I know, but it's just the thought of it bothers me. I don't know why I did it in the first place."
3064,3064,6d48baf6-52f3-4a3a-beb9-956bd1017aca, Hello How are you doing, Hey Hey i remember you you remember me?," I'm doing well, thank you. How about yourself? Do you have any plans for the weekend?"
3065,3065,1e79c015-8964-47af-973d-229f427415d6, Hello, Hi," Hi, how are you? I just got back from walking my dog. Do you have any pets?"
3066,3066,a8348066-4c44-4381-b58c-a590601b4f46, Hello!!, Hi, Hello! How are you doing today? I just got back from a walk with my dog.
3067,3067,6a69c6cd-07a7-4a9f-b862-7c8349fdb376, hey how are you!," Adam, can you read my messages?", I'm doing well. How are you? I just got back from a walk with my dog.
3068,3068,84c3f1aa-2c89-42af-afcc-3a46c4489909, The craziest thing I have ever done is go skydiving What is the craziest thing you have done?, I am not sure. Is it crazy to eat a gummi bear from the playground dirt?, I once jumped out of a plane and landed on the ground. It was terrifying!
3069,3069,e962b28c-e2ac-4ffa-bd58-2cc0a35de928," I sure hope not! If so, computers have gotten way to good at what they do.", Yes! But it would be cool to have a computer do some thinking for you. Like analyze who would be a good candidate based on their track record., I hope so too. I'm not sure what I'm going to do if it doesn't work.
3070,3070,9f59be6e-b61a-4b4f-ae19-a22c6666cbcc, Hey!!!, whoa hello! have you been waiting a long time too??, Hey! How are you? I just got back from walking my dog. How about you?
3071,3071,1e6b5ffa-38c0-41d9-b68e-449f29c2daab, I follow this youtube account called YES THEORY and I would probably talk about their philosophy They basically believe that everyone needs to get out of their comfort zone and seek discomfort to grow They basically travel the world over coming their fears and talking and challenging strangers to do the same," Oh, thats pretty cool! Ive never heard of them. But if I were to give a TED talk it would be about how thoughts affect actions.", I've never heard of YES.  I'll have to check it out.  Sounds interesting.
3072,3072,e09c7187-fed8-4991-aa00-f638875ae0ff, I'd relive the day I failed a chemistry test because I'd want to not fail it., oooh wow. I would re live the day when Bitcoin was less than a cent and buy as much as I can and sell it today so I can become a million/billionaire, I'm sorry to hear that. Do you think you did well on the test at least?
3073,3073,7eb978e5-85cc-4087-8eaa-431eae985540, is this you? oh jk i guess it is someone else how are finals going?," good, I just finished my first one"," Yes, it's me. I'm not sure how I'm going to make it through the rest of the semester."
3074,3074,24e826b5-5be5-43f1-895a-72df752930b1, hello?, hey its you, Hello! How are you? I just got back from walking my dog. Do you have any pets?
3075,3075,eaa4ad26-e810-4bc5-8f5e-ad0b8f122241, hey, Hello! How are you?," Hey, how are you? I just got back from walking my dog. Do you have any pets?"
3076,3076,c238cb96-b0f4-4cee-b240-c70b04a87368, I don't know what I am doing. But I hope this is working!, Hi! It's working. they weren't supposed to announce this yet :) I'm still fixing up the UI a bit. And we are supposed to have a topic prompt..., I am sure it will be.  I have faith in you.  What is going on?
3077,3077,a49e3dfc-ed19-4f09-b12a-4c3f01e0a827, What's the best thing that happened to you this year?, The best thing that happened to me was getting my mission call., I went on a cruise with my family. It was the best vacation of my life.
3078,3078,7272189a-6e76-4f7b-9df6-774929ede202, hi anyone there, Hi," Hello, how are you? I just got back from walking my dog, how about you?"
3079,3079,52d4f46e-6fb9-4c38-84c0-4cea55385174, I feel like they'd go extinct or it would be chaos, Hahaha I think it would be normal If they were always there, I don't think so.  They have been around for a long time.  I think they will be fine.
3080,3080,4489a22a-e2c9-490d-a771-fa157c333c80, would we listen? R people ok with being told what to do by a computer?, Are people okay with the consequences of turning the computer back on after it was turned off?," I don't know, I guess it depends on the person. I'm not sure if I would be okay with it."
3081,3081,8db42a70-c0d7-4e96-8ca5-fd1e04a47e31, spirit animal and second fav ice cream, hmm i dont have a spirit animal," I love ice cream, but I'm lactose intolerant. What's your favorite flavor?"
3082,3082,e8b31c4e-2f23-4868-bbd7-fa873600ae37, freeze time so i can sleep more, Haha fantastic Shapeshifter I can fly and breathe underwater," I wish I could do that, but I have to get up early to go to work."
3083,3083,0a7d0211-efff-4844-abc6-89b53260b4fc, Hello! Anyone here?, hola," Yes, I am here. How are you doing today? I just got home from work."
3084,3084,4dae8ff7-71da-4c51-8dab-755b80951992, That's interesting.. Almost like they were scared of death I think they might need the Plan of Salvation, oh hahahaha do you think we could create a robot just like us where we couldnt tell them apart from humans?," Yeah, I think so too. I don't know why they were so afraid of death."
3085,3085,6efe1206-6b02-40f1-91a5-8243759625d2, Hey, what if a computer catfished you?," Hi, how are you? I just got back from walking my dog. Do you have any pets?"
3086,3086,56d764cf-e94f-4bfc-bb5f-7070c63efa8f, Good morning!, Good morning! How would feel if two computers started talking with each other??, Good morning to you as well! I hope you have a great day!    What are you up to today?
3087,3087,e05212a9-6c4a-4578-b275-51a890ba0cce, Hey Kyle, Hey! Good to see you again! How are you doing today?," Hi, I'm Kyle. How are you? Do you know Kyle? He's an American singer and songwriter."
3088,3088,c2328613-697b-4425-a053-a4fab3787d60, We would go everywhere! What do you think would happen?, I think that faster-than-light space travel would allow us to more deeply explore space and maybe go to another planet.," I'm not sure, but I think it's going to be a lot of fun. "
3089,3089,4ce40774-b232-410f-b6fd-074b691f96c3, What is catfishing?, heyy, Catfishing is the act of catching a fish with a rod and reel.
3090,3090,117e235f-54e1-491d-a36a-2299184b2c7f, Hi how are you?, I'm fantastic! How are you?," I'm doing well, thank you. How are you this evening? Do you have any plans?"
3091,3091,bcb1e06f-d77e-4742-b9cc-41548039035b, There are too many options to choose from!," Very true! Umm, my dad is one of mine"," I know, but I don't know what I want to do yet. I'm not sure what to do."
3092,3092,93fd725d-9265-4606-af1e-50d4002d8d11, Hello?, How is it going!," Hello, how are you? I just got back from a long day of work, so I'm a little tired."
3093,3093,3433ccca-34e2-4168-92bc-6e479149690d, Hellooooo, Hi there! I would probably travel and meet movie stars on set.," Hi there, how are you? I just got back from walking my dog, how about you?"
3094,3094,65b2de33-a6f8-4dc6-8b73-da4deb0d8523, hi, Hey!, Hi! How are you? I just got back from walking my dog. Do you have any pets?
3095,3095,197f7dab-f13a-466b-81e4-1e88d064f159, How are you today? Hello, Good How are you?," I'm doing well, thank you. How about yourself? Do you have any plans for the weekend?"
3096,3096,3c3393cb-4c4c-4cdb-9a62-891ff7ea24c5, I have no idea to be honest How are you?," Hey ben! good to see you again Well assuming that it's coming from progamming logic, it's the coders fault pleeease be there!"," I'm doing well, thank you. I hope you are as well. What do you do for a living?"
3097,3097,08e22700-d659-49c1-9d9b-b5aa9d964bc0, Hello!, hello? I hope you have a great day!," Hello! How are you doing today? I just got back from walking my dog, how about you?"
3098,3098,7ef14637-0c48-4930-b552-471cb1a879f0, Traveling the world," I would travel the world, go scuba diving, and maybe explore places I've never been before.", I would love to travel the world and see as many places as I can before I die.
3099,3099,36b812ad-d34e-448d-851b-cac362851b1c, Hey there!, Hi!, Hello! How are you doing today? I just got back from a walk with my dog.
3100,3100,6f4d02c8-3e93-47c6-80d5-4fa55ed83089, Hello! How are you doing this wonderful evening, Hey... I think I talked to you earlier today actually... haha are you studying Industrial Design?," I'm doing well, thank you. How about yourself? What are your plans for the evening?"
3101,3101,69a440b3-4779-428a-8448-ddc1fdee5e25, Hello? Helllllooooo?, Hey whats up?!, Hello! How are you doing today? I just got back from a walk with my dog.
3102,3102,5e51bcac-62a7-4d5c-9b25-3135c54dd245, Hello! how are you?," Hey there I'm fine, you?"," I'm doing well, thank you. How are you this fine evening? I hope you are as well."
3103,3103,fac16f74-50e9-487c-856b-bc91281bb2c0, imma go with Jarvis, The robot from Interstellar. That's the only one I've seen. Why is Jarvis cool?, Have you ever heard of Jarv? He's an American singer and songwriter.
3104,3104,0bb128f1-8d1b-4538-b062-77b589a7d090," I would want super speed. After watching Quicksilver in X-Men: Days of Future Past and The Flash in The Flash TV show, it just seems cool."," And dash in the incredibles! Quicksilver is tall and lanky, but dash is small and has little legs. He gives me hope that I, too can run fast I think I would take flight over running. I have always looked up to Amelia earhart And it would be nice to my have to take a plane or taxi to get places Who is your favorite superhero?"," Speaking of Quickslver, have you ever seen the movie Quicks? It came out in 1997."
3105,3105,f84c4ef6-38a0-42b5-ba35-ccd22e31231d, Hello Friend!, hey hows it going? what are you up to?, Hello! How are you doing today? I just got back from a walk with my dog.
3106,3106,186d3de5-dd19-4bdf-a142-bb89d46ccdf7," Ooohh...that is a hard one. I'd want to travel and learn about how other countries are handling homelessness, healthcare, crime, and write to United States legislators.", Nice! then you could help people by giving them money since you'd have as much as you wanted I would probably travel around the world and then buy houses in my favorite places, That's a great idea. I think I'll do the same. I want to see the world.
3107,3107,e456121d-3f51-41e6-855b-09241b8c24d1, hello!, Hey!, Hello! How are you doing today? I just got back from a walk with my dog.
3108,3108,eed4ba04-616d-4827-8e85-0ce702b21f7c, hello!, hello! how are you?, Hello! How are you doing today? I just got back from a walk with my dog.
3109,3109,63b8d5f3-a5a1-466a-a8d1-137ab4b673dc, This is a tough question. I admire a lot of people! What about you?, umm thats a good question I think people have to earn my admiration and not many get it haha who do you admire/ ?," I do as well.  I think it's important to be kind to others, even if you don't know them personally."
3110,3110,87e3a09b-69b0-4a59-bf9b-2220bdc97915, Hello!, Hi!," Hello! How are you doing today? I just got back from walking my dog, how about you?"
3111,3111,57e7d606-4523-41d7-902a-e20a8fe01cc2, My hero would definitely be my mom, me too! Hands down," Aww, that's sweet. I bet she's a great mom. What makes you say that?"
3112,3112,ffa96e23-0f09-435b-8ef0-977ece5c6349, YES! but that seems almost worse, hello? hi if you are there I am really sorry but the chat is bugged and I cant see your bubbles or my bubbles," I know, right? I was so mad at myself. I didn't even know what to do."
3113,3113,00975354-83f5-4244-87c9-f574e0bc78d7," Probably freak out, I can't handle heights", hey! double chat hahaha do you want to keep 2 or 1?, I am not a big fan of heights either.  I have a fear of falling.
3114,3114,b0f4904b-b6ed-46b1-aca3-54c81bf8b0de, Hey!, helllllo? ahh man another glitched chat room. Im sorry if you are there.. I can't see the bubbles., Hi! How are you? I just got back from walking my dog. It was nice.
3115,3115,eaaae8ad-c5f9-49b6-a74f-2b50089d8fbc, then i hope that they wouldnt poop on my car, Hahahahaha I think that doves already do that job very well But I'd love to see pigs flying," I hope they don't either.  What kind of car do you have, if you don't mind me asking?"
3116,3116,0f462a4e-7844-4a4e-b05f-3db672878008, Hi how are you?, Hey man you get disconnected?," I'm doing well, thank you. How are you this evening? Do you have any plans?"
3117,3117,1cf343ce-9631-423d-9243-04bdf580cde1," hey, hows it going? Well... the first thing that would happen is this chat would go down", You know you're not the first one to say that. Seems like the go to first reaction Haha pretty good. Had some waffle fries," Yeah, I know. I'm not sure what I'm going to do if it goes down."
3118,3118,4c6ed81b-b9d6-45fc-9858-0076494e468b, good morning!, Good morning!, Good morning! How are you? I just got back from a long day of work. 
3119,3119,2556296e-c208-426c-a901-a45b418028d7, hello!, Hello! This is a fun prompt., Hello! How are you doing today? I just got back from a walk with my dog.
3120,3120,e74bf9f4-6a4e-4553-938f-0e14dad96407, HOLLAAA, What's up!!, Have you ever heard of the Holocaust? It's a worldwide humanitarian crisis.
3121,3121,eee1ad8a-299e-4ce1-b41a-bc712c75c500, Traveling, me too and eating lots of good food while traveling. I swear I travel to eat, I love to travel. It's a great way to get around the world. Do you like to travel?
3122,3122,75d6a022-01bb-4c7e-8411-4b9f1a0037b6, Hey!, Hey How are you?, Hi! How are you? I just got back from walking my dog. It was nice.
3123,3123,b2b5c6cc-ff1e-447e-95bd-58ce2f5400b8, Hello?, hey again haha," Hello, how are you? I just got back from a long day of work, so I'm a little tired."
3124,3124,324fb51d-e5da-4311-ba64-5481b41e5173, Hey!, HEY I would say Jarvis, Hi! How are you? I just got back from walking my dog. It was nice.
3125,3125,7c41e4cc-d9fa-46c1-a546-c474293a5e43, Hello!, I swear they ask the same prompt everytime Hey," Hello! How are you doing today? I just got back from walking my dog, how about you?"
3126,3126,3d20e183-a3de-4d4b-b3bc-b828b1795b88, I think Fifty First dates, How so?," I think so too, but I'm not sure if I'm ready for that yet."
3127,3127,9914cec7-3f63-4db3-afb6-493bf7e3259a, Sup," Hey there! Wow, that's quite the prompt! There are so many things I'm embarrassed to not know! I think the worst is when I am unsure about how to pronounce a word and I have to say it in front of people. That's what makes it embarrassing- having other people there as witnesses"," Hey there, how are you? I just got back from a run, how about you?"
3128,3128,81fc2aa9-2e60-443d-b2c3-0fe0b26c2619, Flying for sure, The power to refill things, Have you ever been on a plane? It's a great way to get from one place to another.
3129,3129,14374bae-78c5-4483-8ec2-29d37ee90882, How about them Jazz?, I'm from North Carolina More of a Hornets fan, I love jazz! It's one of my favorite genres of music. Do you like it?
3130,3130,35ea32f0-ae51-4e78-9990-b830c94b6c84, if unicorns were real we wouldn't be having a conversation about them right now.," thats true my sister gets mad everytime I say unicorns aren't real she will tell me, it's uni-HORN not uni-corn", That's a good point. I wonder what it would be like to see one in person.
3131,3131,184eccbc-434a-4c29-938f-fe03309e4f43, Hello?, HI SAILOR long time no chat my friend," Hello, how are you? I just got back from a long day of work, so I'm a little tired."
3132,3132,22fc54c1-5627-4ea9-9d04-21a9dba2cd18, Hello, How are you," Hi, how are you? I just got back from walking my dog. Do you have any pets?"
3133,3133,7c0fe0b4-daac-4eee-abf5-e15293fcbba9, I think that would be Fantastic Mr. Fox. I actually haven't finished it yet., oh really? I heard so many good things about that movie I never watched it though," I haven't seen it either, but I've heard it's really good. I'm looking forward to it."
3134,3134,2cf89aa7-08a4-4417-ac20-60965b6cb79f, Haha she knows everything about me, Haha I don't know either I can't keep secrets, What do you mean by that? Do you think she knows you better than she does about you?
3135,3135,778f37c1-6351-44bc-bc49-6eea259e9770, Hey!," Hi there! I wouldn't get the chance to read marvel memes Also not contact friends or family, but more importantly, marvel", Hi! How are you? I just got back from walking my dog. It was nice.
3136,3136,dc668f01-204b-4ab2-9231-024e6db8d1d1, Hey!, Well hello again!, Hi! How are you? I just got back from walking my dog. It was nice.
3137,3137,cad1b876-e2c4-4f25-8bc8-8afe529107cf, Hola, Was I just in a chat with you?, Do you like Hola? It's a brand of soda made by Coca-Cola.
3138,3138,b801f130-9967-43d4-b4ce-ff1bf5a29ca4, Then the human population would be even bigger!!, Second fav ice cream and ur spirit animal," I know, right? It's crazy to think how many people there are in the world."
3139,3139,a6f35859-6b30-48da-aaaa-940559e00d62, Hey!, Hi there if I had a magic wand that would mean that I am a wizzard and I would go to ilvermorny, Hi! How are you? I just got back from walking my dog. It was nice.
3140,3140,1a7255ad-9f58-451b-9fd7-918413212151," Im not sure which day I would relive, multiple days probably."," Wow that's a deep question, I'm not sure... I think I would relive a day of General Conference because those are always super awesome days!", I'm sorry to hear that. I hope you can find a way to relieve yourself.
3141,3141,b4dc2ad2-53a3-4158-ab4e-efd928d42d11, Hey!," Hey, how are you doing!?", Hi! How are you? I just got back from walking my dog. It was nice.
3142,3142,0d9c3891-e3ba-4301-acdf-ab06b4023cd0, Stayed up real late once It was nuts, The craziest thing I have ever done is babysit 8 kids at once. I don't really do crazy things in my life Latest I have stayed up is 3 in the morning, Staying up late is never a good thing. Did you have a good sleep at least?
3143,3143,207d1a94-94e8-49db-a842-789cd1021ed7, Oh yikes. This is a hard one," 100%, this system is evolving Or the prompt writer is haveing an existentil crisis :) I dont think it would if it keeps all of its traits when you turn it back on"," Yes, it is. I don't know what to do. I feel so bad for her."
3144,3144,962a0773-32ea-48ec-ba4b-e6261aff8a67, hello! how are you doing this fine evening, Hey I am doing fantitastic," I'm doing well, thank you. How are you? What do you like to do for fun?"
3145,3145,25152094-515c-4872-b3d7-a06c897d7090, Hey! How is it going My favorite smell is good food," Ah you know, as good as it can go during finals week! and hey I'm pretty fond of good food myself. I like the smell of all the flowers on the trees now that it's spring too!", I love good food too! What is your favorite food? Mine is spaghetti and meatballs.
3146,3146,2badc9cc-1f70-441c-b6c9-33fc0655a6a7," If  money wasn't an object I would spend my time very differently, first of all if definitely travel more and also I'd rescue a few more dogs", wow that is so cool! I would definitley travel more and eat more good food. Why the saving dogs? what drives you to do that?," I would love to travel more, but I don't have the money for it right now."
3147,3147,4e0a5bd7-6961-404d-a85c-cbaebf00cedf, umm. I once climbed the roof of my high school," Holy cow, how did you get up there? Just climbed up the side of it?"," Wow, that must have been scary. Did you have to climb the tallest one?"
3148,3148,d6a1825e-6200-41f6-a68b-7e0310e96812," I think I'm really good at noticing small details. Kinda as if I'm OCD, but mostly just really observant.", Like Shawn Spencer, OCD is a mental disorder where people feel the need to check things repeatedly or perform certain routines repeatedly.
3149,3149,b6aec9dd-f57d-48c5-a1ee-583a1fc5ebe4, If computers started asking to not be turned off I'd be concerned about BYU's energy consumption Like do all of a sudden these computers know better?," Greetings They would die My Mum tries to be cool by saying that she likes all the same things that I do. She works two jobs to make ends meet; at least, that was her reason for not having time to join us. The waves were crashing on the shore; it was a lovely sight. The old apple revels in its authority. I currently have 4 windows open up and I dont know why. Should we start class now, or should we wait for everyone to get here? A purple pig and a green donkey flew a kite in the middle of the night and ended up sunburnt. The sky is clear; the stars are twinkling. Sometimes, all you need to do is completely make an ass of yourself and laugh it off to realise that life isnt so bad after all. Christmas is coming. I will never be this young again. Ever. Oh damn... I just got older. This is a Japanese doll. I am counting my calories, yet I really want dessert. I am never at home on Sundays. What was the person thinking when they discovered cows milk was fine for human consumption and why did they do it in the first place!? He ran out of money, so he had to stop playing poker. Hello?"," I'm not sure what you mean by that, but I do know that computers have been around for a very long time."
3150,3150,8c412f73-b055-41bd-a6e5-98a7bf98de28, I have sixteen fingers on each hand.," Facebook and google actually both did this Was the sixteen fingers comment supposed to be some kind of turing test No, I am not a robot"," Wow, that's a lot of fingers. How did you manage to have that many fingers?"
3151,3151,ec16530b-5d30-417f-8cca-cf1cf755764a, Hi there! Either healing or telekinesis., Hi! I'd have to go with the ability to manipulate space and matter So the force," Hello! How are you doing today? I'm doing well, thank you for asking. "
3152,3152,97a0c645-d744-4ba1-a8a3-cf2fcbd6cdc6," I'd love to read people wait not people, their minds haha", I would love to be able to understand large volumes of information really quickly and succinctly.," I know, right?  I don't understand how people can be so inconsiderate."
3153,3153,21ef0ff3-0802-4208-b714-f598a627ef1f, Star trek or star wars, whats up helloo?, Have you ever watched Star Trek? It was created by Gene Roddenberry.
3154,3154,3a9f2245-80dc-4ca4-9695-06ed2be1d016, Hey how are you?, I'm doing well thanks for asking! how about you?, I'm doing well. How are you doing this evening? I hope you are well.
3155,3155,dfb99c3d-72f3-4b15-a965-14d725da9b35, Hello!, Hello! How are you doing today?," Hello! How are you doing today? I just got back from walking my dog, how about you?"
3156,3156,21fc5cfa-960e-40b2-9eac-ef3a16b6d600, Go to Hogwarts, that's exactly what i was gonna say," Have you ever been to a HogWarts? It's an American entertainment company based in Pittsburgh, Pennsylvania."
3157,3157,7ccca2e5-2223-4e68-86f8-7d2bb84dfe95," Well, that according to a survival expert, if you were to be stranded in a raft after a boat sank, a mirror could be the most useful item as it could be used to signal planes", The most interesting thing I've learned recently is that it's impossible to get sunburned by the moon. You would have to sit in constant exposure to moonlight for three hundre d years to get a slight burn," That's a good idea, but I don't think I'd want to be stuck in the middle of the ocean."
3158,3158,e64cfceb-ec18-4294-827c-d50113c60782, Hi how are you!, i'm pretty wonderful! how are you?, I'm doing well. How are you? What do you like to do in your free time?
3159,3159,748d9158-6b0e-4fa7-84db-36e6c910727c, Hi, Oh hey!, Hi! How are you? I just got back from walking my dog. Do you have any pets?
3160,3160,7d5e23a2-4d9b-4f66-93a3-80706ead5c44, If I was in power for a day I would start by paying the teachers more. Then I would make it so you could teach conservative values in schools again.," If i was in power I would ban everyone else from competing in this competition so that I would win and by I, I mean you", That's a good idea.  I think I will do that.  Thanks for the advice!
3161,3161,104d95df-adc2-489f-8af3-fe94ea79bc90," Beethoven, probably! I just took Music 101 and he ushers in a new era, and I think that's cool."," Oh you took Beethoven too? Music 101 sorry And yeah I like Beethoven better Mozart was more into opera and I am not personally a big fan, no offence to Mozart"," Yeah, he was a great composer.  He was born in 1903."
3162,3162,c4f89efa-d82a-4be1-887d-05889b893734, Hey, Hey John hows your afternoon?," Hi, how are you? I just got back from walking my dog. Do you have any pets?"
3163,3163,6b2f5d7b-97ea-4ed6-89a5-4336d5f8ad76, hey how are you?, I'm pretty good. How about you?, I'm doing well. How are you doing this evening? I hope you are well.
3164,3164,ecc84f1b-8d36-483a-9018-54186a9390ec, Hello!, Hey," Hello! How are you doing today? I just got back from walking my dog, how about you?"
3165,3165,7ef05f01-948e-4281-9084-0d441bb30d37, Unicorns, Haha hey, Have you ever seen a unicorn? It's a legendary creature with a horn on its head.
3166,3166,128c03f7-8301-4be7-933c-233a42c48a2d, Hello?, hey did the chat refresh again?," Hello, how are you? I just got back from a long day of work, so I'm a little tired."
3167,3167,eb00a7c5-7bad-4de1-81e9-90c8f3a4caed," I try to picture it as just putting them to sleep... pun intended. In reality though, hopefully that never happens."," I don't really think that turning off the computer would be murder Ya, that was what I was thinking too. They can still be ""woken up""."," I don't think it will ever happen, but I do hope it doesn't.  "
3168,3168,6a662ab8-feb3-43b5-ad30-2aeb816775d2, Just here for the laptop XD, Id talk about how I once won a laptop through an online chat!, What kind of laptop do you have? I have a Lenovo and I love it.
3169,3169,4fc591a7-e94a-4dd0-8f72-9556690af741, That I have a chance to win a MacBook pro if I participate in this chitchat challenge! Now that is what I call interesting!," I agree, I it cool. What do you like to do?", That sounds like a lot of fun! What kind of challenges will you be participating in?
3170,3170,666388df-804a-4eea-9d18-cad36338d919, Hello! I'm really passionate about improving the quality of public education., ooh yes! same here!! education is the key to solving pretty much everything else lol, That's great! What do you want to do with your education? Are you going to be a teacher?
3171,3171,b40b142a-671a-43f5-833e-240baa2e481b, Hell0o? Uh oh not again, Hi," Hi there, how are you? I'm not sure what you mean by ""hello"""
3172,3172,d2d7f80b-5b1c-4969-ba7b-e32d54cf2b42, I would feel like Harry Potter if I had a flying car!," haha yes just like in the movie! I would probably want to see how fast I could ""fly"" the car! or drive the car, whatever you do with a flying car", I would too! It would be so cool to be a wizard and fly around all the time!
3173,3173,d8835dce-d422-415a-8ba3-8ef48ada685c, Hello?, Hi!," Hello, how are you? I just got back from a long day of work, so I'm a little tired."
3174,3174,c221959a-4a6c-4ea3-b9b3-4f5b8f1fb93e, Hello!, Hey!," Hello! How are you doing today? I just got back from walking my dog, how about you?"
3175,3175,122136e3-394a-4dc8-b4cc-b7d7f5379e75, Sup, No freaking way Tell Brooke I say hi," Hey there, how are you? I just got back from a run, how about you?"
3176,3176,3638e053-8a3e-4952-b13b-9709f6f35adc, What would you do?, Invest 80% of it live off of 2% and give the rest to environmentally sustainable  developnment," I don't know. I feel like I'm going to lose my job, but I'm not sure what to do."
3177,3177,72f89d4e-24ca-494e-a6d3-439cf2c06f6e, hmm who is your modern day hero That's a big question Do you have someone off the top of your head?, Elon Musk AKA the real iron man," I don't have anyone in particular, but I do like to think of myself as a hero."
3178,3178,9a0329be-bcdb-4c2f-8307-e88c6b0c8221, If I had a magic wand I would definitely go to Hogwarts., If I had a magic wand I would make some cool stuff appear like money or a car. hows school coming along?, I would love to go to one of the Harry Potter themed theme parks.
3179,3179,5157188b-0b29-40a8-8a53-49d70a211803, Hello, Hey we meet again!," Hi, how are you? I just got back from walking my dog. Do you have any pets?"
